type,x,y,z,rotation
Block,169.5517,-3,0,0
Block,168.5517,-2,0,0
Block,169.5517,-2,0,0
Block,173.7241,0,0,0
Block,174.7241,0,0,0
Block,175.7241,0,0,0
Block,176.7241,0,0,0
Block,177.7241,0,0,0
PT_Gravityfalse,129.5172,0,0,0
PT_GravityOn,186.4827,0,0,0
Block,197.2413,-4,0,0
Block,198.2413,-4,0,0
Block,199.2413,-4,0,0
Block,200.2413,-4,0,0
Block,201.2413,-4,0,0
Block,202.2413,-4,0,0
Block,203.2413,-4,0,0
Block,204.2413,-4,0,0
Block,205.2413,-4,0,0
Block,206.2413,-4,0,0
Block,200.8275,-3,0,0
Block,203.6206,-2,0,0
Block,205.6206,1,0,0
Block,206.6206,1,0,0
Block,207.6206,1,0,0
Block,208.6206,1,0,0
Block,209.6206,1,0,0
Block,210.6206,1,0,0
Block,211.6206,1,0,0
Block,212.6206,1,0,0
Block,213.6206,1,0,0
Block,214.6206,1,0,0
Block,215.1723,-4,0,0
Block,218.7241,-4,0,0
Block,219.7241,-4,0,0
Block,218.7241,-3,0,0
Block,219.7241,-3,0,0
Block,221.5517,-3,0,0
Block,222.5517,-3,0,0
Block,221.5517,-2,0,0
Block,222.5517,-2,0,0
Block,229.0517,-4,0,0
Block,230.0517,-4,0,0
Block,236.46,-4,0,0
Block,239.4827,-3,0,0
PT_Spider,254.6206,-3,0,0
Block,247.4482,-4,0,0
Block,244.4482,3,0,0
Block,245.4482,3,0,0
Block,244.4482,4,0,0
Block,245.4482,4,0,0
Block,244.4482,5,0,0
Block,245.4482,5,0,0
Block,244.4482,6,0,0
Block,245.4482,6,0,0
Block,244.4482,7,0,0
Block,245.4482,7,0,0
Block,244.4482,8,0,0
Block,245.4482,8,0,0
Block,244.4482,9,0,0
Block,245.4482,9,0,0
Block,244.4482,10,0,0
Block,245.4482,10,0,0
Block,244.4482,11,0,0
Block,245.4482,11,0,0
Block,244.4482,12,0,0
Block,245.4482,12,0,0
Block,246.4482,2,0,0
Block,247.4482,2,0,0
Block,246.4482,3,0,0
Block,247.4482,3,0,0
Block,246.4482,4,0,0
Block,247.4482,4,0,0
Block,246.4482,5,0,0
Block,247.4482,5,0,0
Block,246.4482,6,0,0
Block,247.4482,6,0,0
Block,246.4482,7,0,0
Block,247.4482,7,0,0
Block,246.4482,8,0,0
Block,247.4482,8,0,0
Block,246.4482,9,0,0
Block,247.4482,9,0,0
Block,246.4482,10,0,0
Block,247.4482,10,0,0
Block,246.4482,11,0,0
Block,247.4482,11,0,0
Block,248.4482,1,0,0
Block,249.4482,1,0,0
Block,248.4482,2,0,0
Block,249.4482,2,0,0
Block,248.4482,3,0,0
Block,249.4482,3,0,0
Block,248.4482,4,0,0
Block,249.4482,4,0,0
Block,248.4482,5,0,0
Block,249.4482,5,0,0
Block,248.4482,6,0,0
Block,249.4482,6,0,0
Block,248.4482,7,0,0
Block,249.4482,7,0,0
Block,248.4482,8,0,0
Block,249.4482,8,0,0
Block,248.4482,9,0,0
Block,249.4482,9,0,0
Block,248.4482,10,0,0
Block,249.4482,10,0,0
Block,250.4482,0,0,0
Block,251.4482,0,0,0
Block,250.4482,1,0,0
Block,251.4482,1,0,0
Block,250.4482,2,0,0
Block,251.4482,2,0,0
Block,250.4482,3,0,0
Block,251.4482,3,0,0
Block,250.4482,4,0,0
Block,251.4482,4,0,0
Block,250.4482,5,0,0
Block,251.4482,5,0,0
Block,250.4482,6,0,0
Block,251.4482,6,0,0
Block,250.4482,7,0,0
Block,251.4482,7,0,0
Block,250.4482,8,0,0
Block,251.4482,8,0,0
Block,250.4482,9,0,0
Block,251.4482,9,0,0
Block,252.4482,-1,0,0
Block,253.4482,-1,0,0
Block,252.4482,0,0,0
Block,253.4482,0,0,0
Block,252.4482,1,0,0
Block,253.4482,1,0,0
Block,252.4482,2,0,0
Block,253.4482,2,0,0
Block,252.4482,3,0,0
Block,253.4482,3,0,0
Block,252.4482,4,0,0
Block,253.4482,4,0,0
Block,252.4482,5,0,0
Block,253.4482,5,0,0
Block,252.4482,6,0,0
Block,253.4482,6,0,0
Block,252.4482,7,0,0
Block,253.4482,7,0,0
Block,252.4482,8,0,0
Block,253.4482,8,0,0
Block,259.2068,-9.5,0,0
Block,260.2068,-9.5,0,0
Block,259.2068,-8.5,0,0
Block,260.2068,-8.5,0,0
Block,259.2068,-7.5,0,0
Block,260.2068,-7.5,0,0
Block,259.2068,-6.5,0,0
Block,260.2068,-6.5,0,0
Block,259.2068,-5.5,0,0
Block,260.2068,-5.5,0,0
Block,259.2068,-4.5,0,0
Block,260.2068,-4.5,0,0
Block,259.2068,-3.5,0,0
Block,260.2068,-3.5,0,0
Block,259.2068,-2.5,0,0
Block,260.2068,-2.5,0,0
Block,259.2068,-1.5,0,0
Block,260.2068,-1.5,0,0
Block,259.2068,-0.5,0,0
Block,260.2068,-0.5,0,0
Block,262.793,1.5,0,0
Block,263.793,1.5,0,0
Block,262.793,2.5,0,0
Block,263.793,2.5,0,0
Block,262.793,3.5,0,0
Block,263.793,3.5,0,0
Block,262.793,4.5,0,0
Block,263.793,4.5,0,0
Block,262.793,5.5,0,0
Block,263.793,5.5,0,0
Block,262.793,6.5,0,0
Block,263.793,6.5,0,0
Block,262.793,7.5,0,0
Block,263.793,7.5,0,0
Block,262.793,8.5,0,0
Block,263.793,8.5,0,0
Block,262.793,9.5,0,0
Block,263.793,9.5,0,0
Block,262.793,10.5,0,0
Block,263.793,10.5,0,0
Block,266.3792,-8.5,0,0
Block,267.3792,-8.5,0,0
Block,266.3792,-7.5,0,0
Block,267.3792,-7.5,0,0
Block,266.3792,-6.5,0,0
Block,267.3792,-6.5,0,0
Block,266.3792,-5.5,0,0
Block,267.3792,-5.5,0,0
Block,266.3792,-4.5,0,0
Block,267.3792,-4.5,0,0
Block,266.3792,-3.5,0,0
Block,267.3792,-3.5,0,0
Block,266.3792,-2.5,0,0
Block,267.3792,-2.5,0,0
Block,266.3792,-1.5,0,0
Block,267.3792,-1.5,0,0
Block,266.3792,-0.5,0,0
Block,267.3792,-0.5,0,0
Block,266.3792,0.5,0,0
Block,267.3792,0.5,0,0
Block,271.0516,-12,0,0
Block,272.0516,-12,0,0
Block,271.0516,-11,0,0
Block,272.0516,-11,0,0
Block,271.0516,-10,0,0
Block,272.0516,-10,0,0
Block,271.0516,-9,0,0
Block,272.0516,-9,0,0
Block,271.0516,-8,0,0
Block,272.0516,-8,0,0
Block,271.0516,-7,0,0
Block,272.0516,-7,0,0
Block,271.0516,-6,0,0
Block,272.0516,-6,0,0
Block,271.0516,-5,0,0
Block,272.0516,-5,0,0
Block,271.0516,-4,0,0
Block,272.0516,-4,0,0
Block,271.0516,-3,0,0
Block,272.0516,-3,0,0
Block,272.11,-0.5,0,0
Block,273.11,-0.5,0,0
Block,272.11,0.5,0,0
Block,273.11,0.5,0,0
Block,272.11,1.5,0,0
Block,273.11,1.5,0,0
Block,272.11,2.5,0,0
Block,273.11,2.5,0,0
Block,272.11,3.5,0,0
Block,273.11,3.5,0,0
Block,272.11,4.5,0,0
Block,273.11,4.5,0,0
Block,272.11,5.5,0,0
Block,273.11,5.5,0,0
Block,272.11,6.5,0,0
Block,273.11,6.5,0,0
Block,272.11,7.5,0,0
Block,273.11,7.5,0,0
Block,272.11,8.5,0,0
Block,273.11,8.5,0,0
Block,270.11,-0.5,0,0
Block,271.11,-0.5,0,0
Block,270.11,0.5,0,0
Block,271.11,0.5,0,0
Block,270.11,1.5,0,0
Block,271.11,1.5,0,0
Block,270.11,2.5,0,0
Block,271.11,2.5,0,0
Block,270.11,3.5,0,0
Block,271.11,3.5,0,0
Block,270.11,4.5,0,0
Block,271.11,4.5,0,0
Block,270.11,5.5,0,0
Block,271.11,5.5,0,0
Block,270.11,6.5,0,0
Block,271.11,6.5,0,0
Block,270.11,7.5,0,0
Block,271.11,7.5,0,0
Block,270.11,8.5,0,0
Block,271.11,8.5,0,0
Block,275.1378,-1.5,0,0
Block,276.1378,-1.5,0,0
Block,275.1378,-0.5,0,0
Block,276.1378,-0.5,0,0
Block,275.1378,0.5,0,0
Block,276.1378,0.5,0,0
Block,275.1378,1.5,0,0
Block,276.1378,1.5,0,0
Block,275.1378,2.5,0,0
Block,276.1378,2.5,0,0
Block,275.1378,3.5,0,0
Block,276.1378,3.5,0,0
Block,275.1378,4.5,0,0
Block,276.1378,4.5,0,0
Block,275.1378,5.5,0,0
Block,276.1378,5.5,0,0
Block,275.1378,6.5,0,0
Block,276.1378,6.5,0,0
Block,275.1378,7.5,0,0
Block,276.1378,7.5,0,0
Block_2x10,254.793,8.5,0,0
Block_2x2,264.793,8.5,0,0
Block_2x2,266.793,8.5,0,0
Block_2x2,267.793,8.5,0,0
Block_1x5,274.13,8.5,0,0
